time,lat,lon,windspeed,pressure,year,month,day,hour,tid,label
60,16.3,-61,30,1009,1988,8,23,18,2611,TS
66,16.7,-62.4,30,1009,1988,8,24,0,2611,TS
72,16.9,-63.8,30,1009,1988,8,24,6,2611,TS
78,17.2,-65.2,30,1009,1988,8,24,12,2611,TS
84,17.5,-66.7,30,1009,1988,8,24,18,2611,TS
90,17.8,-67.8,30,1009,1988,8,25,0,2611,TS
96,18.2,-68.8,30,1009,1988,8,25,6,2611,TS
102,18.5,-69.8,30,1008,1988,8,25,12,2611,TS
108,19.1,-70.9,30,1008,1988,8,25,18,2611,TS
114,19.8,-72.1,30,1008,1988,8,26,0,2611,TS
120,20.5,-73.2,30,1008,1988,8,26,6,2611,TS
126,21.5,-74.2,30,1008,1988,8,26,12,2611,TS
132,22.5,-75.4,30,1008,1988,8,26,18,2611,TS
138,23.3,-76.2,30,1008,1988,8,27,0,2611,TS
144,24.1,-77.2,30,1008,1988,8,27,6,2611,TS
150,24.9,-78.1,30,1008,1988,8,27,12,2611,TS
156,25.8,-79,30,1008,1988,8,27,18,2611,TS
162,26.8,-79.7,30,1008,1988,8,28,0,2611,TS
168,28.2,-80,40,1008,1988,8,28,6,2611,TS
174,30.8,-80.8,45,1005,1988,8,28,12,2611,TS
180,32.8,-81.1,35,1006,1988,8,28,18,2611,TS
186,34.1,-81.1,25,1008,1988,8,29,0,2611,TS
192,35.8,-80.6,20,1009,1988,8,29,6,2611,TS
198,37.5,-79.5,20,1009,1988,8,29,12,2611,TS
204,39.2,-77.6,20,1010,1988,8,29,18,2611,TS
210,41.2,-73.6,20,1008,1988,8,30,0,2611,TS
216,43.5,-69.9,20,1008,1988,8,30,6,2611,TS
222,45,-65,25,1008,1988,8,30,12,2611,TS
228,46.5,-60,25,1008,1988,8,30,18,2611,TS
6,32.5,-60.5,25,1016,1988,9,3,0,2613,TS
12,33.1,-59.2,25,1012,1988,9,3,6,2613,TS
18,34.3,-56.5,30,1008,1988,9,3,12,2613,TS
24,35.2,-53.1,35,1004,1988,9,3,18,2613,TS
30,35.9,-49.5,40,1001,1988,9,4,0,2613,TS
36,36.6,-44.4,45,999,1988,9,4,6,2613,TS
42,38,-39.5,50,997,1988,9,4,12,2613,TS
48,40.2,-35,50,996,1988,9,4,18,2613,TS
54,43.1,-29.7,55,994,1988,9,5,0,2613,TS
6,12.5,-17.5,25,1011,1988,9,7,0,2614,TS
12,13.1,-18,25,1011,1988,9,7,6,2614,TS
18,13.8,-18.5,35,1008,1988,9,7,12,2614,TS
24,14.8,-19,35,1007,1988,9,7,18,2614,TS
30,15.3,-19.1,40,1005,1988,9,8,0,2614,TS
36,16.4,-19.8,40,1003,1988,9,8,6,2614,TS
42,17.5,-20.5,50,1002,1988,9,8,12,2614,TS
48,18.8,-21,50,999,1988,9,8,18,2614,TS
54,19.9,-21.6,50,994,1988,9,9,0,2614,TS
60,21.4,-22,50,996,1988,9,9,6,2614,TS
66,22.9,-22.5,35,1005,1988,9,9,12,2614,TS
72,24,-22.5,25,1006,1988,9,9,18,2614,TS
78,25,-23,25,1009,1988,9,10,0,2614,TS
6,9,-45.5,25,1009,1988,9,28,18,2618,TS
12,9.1,-47,25,1008,1988,9,29,0,2618,TS
18,9.3,-48.7,25,1007,1988,9,29,6,2618,TS
24,9.5,-50,25,1007,1988,9,29,12,2618,TS
30,9.6,-51.3,30,1006,1988,9,29,18,2618,TS
36,9.8,-52.2,30,1006,1988,9,30,0,2618,TS
42,10.2,-53.1,30,1006,1988,9,30,6,2618,TS
48,10.8,-54.5,30,1005,1988,9,30,12,2618,TS
54,11.4,-56,35,1005,1988,9,30,18,2618,TS
60,11.8,-57.7,40,1005,1988,10,1,0,2618,TS
66,12,-59.5,35,1005,1988,10,1,6,2618,TS
72,12,-61.2,30,1006,1988,10,1,12,2618,TS
6,20.7,-94.3,25,0,1989,6,15,18,2621,TS
12,20.9,-94,25,0,1989,6,16,0,2621,TS
18,20.9,-93.9,25,0,1989,6,16,6,2621,TS
24,20.6,-93.8,25,0,1989,6,16,12,2621,TS
30,20.1,-93.7,25,0,1989,6,16,18,2621,TS
36,19.6,-93.6,25,0,1989,6,17,0,2621,TS
42,19.2,-93.7,25,0,1989,6,17,6,2621,TS
6,27,-96,30,1008,1989,6,24,18,2622,TS
12,27,-96,30,1006,1989,6,25,0,2622,TS
18,27.2,-96,30,1005,1989,6,25,6,2622,TS
24,27.4,-95.9,30,1005,1989,6,25,12,2622,TS
30,27.6,-95.8,30,1005,1989,6,25,18,2622,TS
36,27.8,-95.8,35,1004,1989,6,26,0,2622,TS
42,28.1,-95.8,35,1004,1989,6,26,6,2622,TS
48,28.6,-95.7,40,1003,1989,6,26,12,2622,TS
54,29.1,-95.7,45,1001,1989,6,26,18,2622,TS
60,29.7,-95.7,45,999,1989,6,27,0,2622,TS
66,30.2,-95.3,35,1000,1989,6,27,6,2622,TS
72,30.6,-94.9,30,1002,1989,6,27,12,2622,TS
78,30.9,-94.6,30,1004,1989,6,27,18,2622,TS
84,31.1,-94.2,30,1004,1989,6,28,0,2622,TS
90,31.1,-93.9,30,1005,1989,6,28,6,2622,TS
96,31,-93.7,30,1006,1989,6,28,12,2622,TS
102,30.6,-93.8,25,1007,1989,6,28,18,2622,TS
108,30.5,-94.2,25,1008,1989,6,29,0,2622,TS
114,30.3,-94.6,25,1008,1989,6,29,6,2622,TS
120,30.1,-95,25,1008,1989,6,29,12,2622,TS
126,29.8,-95.2,25,1008,1989,6,29,18,2622,TS
132,29.6,-95.3,20,1009,1989,6,30,0,2622,TS
138,29.7,-95.7,20,1010,1989,6,30,6,2622,TS
144,30.4,-95.7,20,1011,1989,6,30,12,2622,TS
150,31.1,-95.5,20,1010,1989,6,30,18,2622,TS
156,31.8,-95.1,20,1010,1989,7,1,0,2622,TS
162,32.3,-94.5,20,1010,1989,7,1,6,2622,TS
168,32.8,-93.8,20,1010,1989,7,1,12,2622,TS
6,12.8,-37.8,25,1015,1989,7,9,18,2623,TS
12,13,-39.9,25,1015,1989,7,10,0,2623,TS
18,13.9,-42.1,25,1014,1989,7,10,6,2623,TS
24,15,-44.6,30,1013,1989,7,10,12,2623,TS
30,16.3,-46.9,30,1013,1989,7,10,18,2623,TS
36,17.7,-48.2,35,1012,1989,7,11,0,2623,TS
42,18.8,-49.2,40,1011,1989,7,11,6,2623,TS
48,19.8,-50.4,40,1010,1989,7,11,12,2623,TS
54,20.7,-51.8,40,1007,1989,7,11,18,2623,TS
60,21.4,-53.1,45,1005,1989,7,12,0,2623,TS
66,22.1,-53.9,45,1005,1989,7,12,6,2623,TS
72,22.8,-54.4,45,1005,1989,7,12,12,2623,TS
78,23.5,-54.9,40,1008,1989,7,12,18,2623,TS
84,23.8,-55.4,40,1012,1989,7,13,0,2623,TS
90,24,-56,35,1014,1989,7,13,6,2623,TS
96,23.9,-56.6,35,1016,1989,7,13,12,2623,TS
102,23.7,-57.4,30,1017,1989,7,13,18,2623,TS
108,23.3,-58.1,30,1018,1989,7,14,0,2623,TS
6,15.8,-20.8,25,0,1989,8,8,18,2626,TS
12,15.8,-19.9,25,0,1989,8,9,0,2626,TS
18,15.7,-19.1,25,0,1989,8,9,6,2626,TS
24,15.7,-18.4,25,0,1989,8,9,12,2626,TS
30,15.7,-17.8,25,0,1989,8,9,18,2626,TS
36,15.6,-17.4,25,0,1989,8,10,0,2626,TS
42,15.6,-17.1,25,0,1989,8,10,6,2626,TS
48,15.6,-16.9,25,0,1989,8,10,12,2626,TS
54,15.6,-16.8,25,0,1989,8,10,18,2626,TS
60,15.6,-16.9,25,0,1989,8,11,0,2626,TS
66,15.6,-17.1,25,0,1989,8,11,6,2626,TS
72,15.6,-17.4,25,0,1989,8,11,12,2626,TS
78,15.7,-17.9,25,0,1989,8,11,18,2626,TS
84,15.7,-18.5,25,0,1989,8,12,0,2626,TS
90,15.8,-19.2,25,0,1989,8,12,6,2626,TS
96,15.8,-20.1,25,0,1989,8,12,12,2626,TS
102,15.9,-21.1,25,0,1989,8,12,18,2626,TS
108,16.1,-22.8,25,0,1989,8,13,0,2626,TS
114,16.4,-25.3,25,0,1989,8,13,6,2626,TS
120,16.6,-28.5,25,0,1989,8,13,12,2626,TS
126,16.5,-31.4,25,0,1989,8,13,18,2626,TS
132,16.2,-33.6,25,0,1989,8,14,0,2626,TS
138,15.7,-35.3,25,0,1989,8,14,6,2626,TS
144,15,-36.5,25,0,1989,8,14,12,2626,TS
150,14.4,-37.7,25,0,1989,8,14,18,2626,TS
156,14.4,-39.3,25,0,1989,8,15,0,2626,TS
162,15,-41.1,25,0,1989,8,15,6,2626,TS
168,15.4,-42.7,25,0,1989,8,15,12,2626,TS
174,15.6,-44,25,0,1989,8,15,18,2626,TS
180,15.8,-45.4,25,0,1989,8,16,0,2626,TS
186,16,-47.2,25,0,1989,8,16,6,2626,TS
192,16.1,-49.2,30,0,1989,8,16,12,2626,TS
198,16.5,-51.1,30,0,1989,8,16,18,2626,TS
204,17.1,-52.5,30,0,1989,8,17,0,2626,TS
210,17.6,-53.8,25,0,1989,8,17,6,2626,TS
216,17.7,-55.1,25,0,1989,8,17,12,2626,TS
6,13,-48.2,20,0,1989,8,27,6,2629,TS
12,13,-49.1,25,0,1989,8,27,12,2629,TS
18,13.1,-50.3,25,0,1989,8,27,18,2629,TS
24,13.2,-51.4,25,0,1989,8,28,0,2629,TS
30,13.5,-52.4,25,0,1989,8,28,6,2629,TS
36,13.8,-53.4,25,0,1989,8,28,12,2629,TS
6,11.3,-44,25,1017,1989,9,16,18,2632,TS
12,11.2,-46,30,1010,1989,9,17,0,2632,TS
18,11.2,-48,30,1009,1989,9,17,6,2632,TS
24,11.3,-50,30,1008,1989,9,17,12,2632,TS
30,11.5,-51.7,30,1007,1989,9,17,18,2632,TS
36,11.9,-53.2,35,1005,1989,9,18,0,2632,TS
42,12.6,-54.6,35,1004,1989,9,18,6,2632,TS
48,14,-55.5,40,1003,1989,9,18,12,2632,TS
54,15.6,-56.1,45,1002,1989,9,18,18,2632,TS
60,17,-56.8,50,1001,1989,9,19,0,2632,TS
66,18.1,-57.5,55,1001,1989,9,19,6,2632,TS
72,19.2,-58.2,60,1001,1989,9,19,12,2632,TS
78,20,-59.2,60,1001,1989,9,19,18,2632,TS
84,20.5,-60.3,50,1002,1989,9,20,0,2632,TS
90,20.9,-61.3,40,1003,1989,9,20,6,2632,TS
96,21.3,-62.2,35,1005,1989,9,20,12,2632,TS
102,21.7,-63.1,35,1007,1989,9,20,18,2632,TS
108,21.9,-64.1,30,1008,1989,9,21,0,2632,TS
114,22.2,-65.1,30,1010,1989,9,21,6,2632,TS
120,22.4,-66,25,1011,1989,9,21,12,2632,TS
126,22.5,-67,25,1012,1989,9,21,18,2632,TS
6,11.9,-43,25,0,1989,10,2,0,2633,TS
12,12,-45.1,25,0,1989,10,2,6,2633,TS
18,12.5,-46.5,25,0,1989,10,2,12,2633,TS
24,13.2,-47.6,25,0,1989,10,2,18,2633,TS
30,14,-48.4,30,0,1989,10,3,0,2633,TS
36,14.9,-49.1,30,0,1989,10,3,6,2633,TS
42,16,-49.9,30,0,1989,10,3,12,2633,TS
48,17,-50.6,30,0,1989,10,3,18,2633,TS
54,17.9,-50.9,30,0,1989,10,4,0,2633,TS
60,18.7,-51,30,0,1989,10,4,6,2633,TS
66,19.5,-50.9,30,0,1989,10,4,12,2633,TS
72,20.4,-50.8,30,0,1989,10,4,18,2633,TS
78,21.3,-50.3,30,0,1989,10,5,0,2633,TS
84,22.1,-49.6,30,0,1989,10,5,6,2633,TS
90,22.3,-49.4,25,0,1989,10,5,12,2633,TS
6,17.1,-84,25,1005,1989,11,28,12,2635,TS
12,18,-84.8,30,1004,1989,11,28,18,2635,TS
18,19,-85.1,30,1004,1989,11,29,0,2635,TS
24,19.5,-85.1,30,1005,1989,11,29,6,2635,TS
30,20,-85,30,1005,1989,11,29,12,2635,TS
36,20.4,-84.6,30,1005,1989,11,29,18,2635,TS
42,20.8,-84.2,35,1004,1989,11,30,0,2635,TS
48,20.8,-83.6,45,1003,1989,11,30,6,2635,TS
54,20.8,-83.4,50,1001,1989,11,30,12,2635,TS
60,20.5,-83.1,50,1000,1989,11,30,18,2635,TS
66,19.9,-83.1,45,1001,1989,12,1,0,2635,TS
72,19.3,-83.2,40,1002,1989,12,1,6,2635,TS
78,19,-83.3,35,1003,1989,12,1,12,2635,TS
84,18.5,-84,35,1005,1989,12,1,18,2635,TS
90,18,-84.5,35,1005,1989,12,2,0,2635,TS
96,17.8,-84.9,35,1005,1989,12,2,6,2635,TS
102,17.5,-85.5,35,1006,1989,12,2,12,2635,TS
108,17.5,-85.5,35,1007,1989,12,2,18,2635,TS
114,17.5,-85.5,35,1007,1989,12,3,0,2635,TS
120,17.4,-85.3,40,1005,1989,12,3,6,2635,TS
126,17.2,-85,40,1004,1989,12,3,12,2635,TS
132,17,-84.5,40,1001,1989,12,3,18,2635,TS
138,16.5,-83.9,35,1002,1989,12,4,0,2635,TS
144,16.5,-83.9,30,1005,1989,12,4,6,2635,TS
6,18.8,-84,25,0,1990,5,24,18,2636,TS
12,19.7,-84,25,0,1990,5,25,0,2636,TS
18,20.7,-83.7,25,0,1990,5,25,6,2636,TS
24,21.8,-83.3,25,0,1990,5,25,12,2636,TS
30,23,-82.8,25,0,1990,5,25,18,2636,TS
36,24,-82.2,25,0,1990,5,26,0,2636,TS
42,24,-82.2,25,0,1990,5,26,6,2636,TS
6,8.8,-41.9,25,1010,1990,7,22,6,2637,TS
12,8.9,-43.2,25,1010,1990,7,22,12,2637,TS
18,9.3,-44.6,25,1010,1990,7,22,18,2637,TS
24,9.3,-46.4,25,1010,1990,7,23,0,2637,TS
30,9.2,-48.4,25,1010,1990,7,23,6,2637,TS
36,9.2,-50.3,25,1010,1990,7,23,12,2637,TS
42,9.4,-52.1,25,1009,1990,7,23,18,2637,TS
48,9.7,-53.7,30,1008,1990,7,24,0,2637,TS
54,10.1,-55.3,30,1007,1990,7,24,6,2637,TS
60,10.5,-56.8,35,1006,1990,7,24,12,2637,TS
66,10.8,-58.5,35,1005,1990,7,24,18,2637,TS
72,11.1,-60,40,1004,1990,7,25,0,2637,TS
78,11.7,-61.3,45,1003,1990,7,25,6,2637,TS
84,12.4,-62.5,50,1001,1990,7,25,12,2637,TS
90,13.1,-63.7,60,995,1990,7,25,18,2637,TS
96,13.7,-65,60,997,1990,7,26,0,2637,TS
102,14.2,-66.4,50,1000,1990,7,26,6,2637,TS
108,14.8,-67.9,45,1002,1990,7,26,12,2637,TS
114,15.6,-69.8,40,1007,1990,7,26,18,2637,TS
120,16.2,-71.8,35,1009,1990,7,27,0,2637,TS
126,16.6,-73.8,30,1010,1990,7,27,6,2637,TS
132,16.5,-75.6,30,1010,1990,7,27,12,2637,TS
6,10.1,-22.2,25,1014,1990,7,31,0,2639,TS
12,10.4,-23.3,25,1013,1990,7,31,6,2639,TS
18,10.8,-24.5,25,1013,1990,7,31,12,2639,TS
24,11.1,-25.6,25,1013,1990,7,31,18,2639,TS
30,11.5,-26.9,25,1013,1990,8,1,0,2639,TS
36,12.2,-28.3,25,1012,1990,8,1,6,2639,TS
42,13.4,-29.7,30,1012,1990,8,1,12,2639,TS
48,14.6,-31.2,30,1009,1990,8,1,18,2639,TS
54,15.4,-32.3,35,1005,1990,8,2,0,2639,TS
60,16.1,-33.5,45,1002,1990,8,2,6,2639,TS
66,16.7,-34.7,45,1000,1990,8,2,12,2639,TS
72,17.4,-35.9,45,1000,1990,8,2,18,2639,TS
78,18.1,-37.1,45,1000,1990,8,3,0,2639,TS
84,18.8,-38.4,45,1000,1990,8,3,6,2639,TS
90,19.3,-39.7,45,1000,1990,8,3,12,2639,TS
96,19.8,-40.8,45,1000,1990,8,3,18,2639,TS
102,20.4,-41.9,45,1000,1990,8,4,0,2639,TS
108,21.2,-42.8,45,1000,1990,8,4,6,2639,TS
114,22,-43.5,45,1000,1990,8,4,12,2639,TS
120,22.8,-44,45,1000,1990,8,4,18,2639,TS
126,23.6,-44.5,45,1000,1990,8,5,0,2639,TS
132,24.4,-45.1,45,1000,1990,8,5,6,2639,TS
138,25.3,-45.7,45,1000,1990,8,5,12,2639,TS
144,26.1,-46.3,40,1002,1990,8,5,18,2639,TS
150,26.6,-46.7,40,1004,1990,8,6,0,2639,TS
156,26.8,-46.8,35,1006,1990,8,6,6,2639,TS
162,26.9,-46.8,30,1009,1990,8,6,12,2639,TS
168,26.9,-46.6,30,1011,1990,8,6,18,2639,TS
174,26.9,-46.4,25,1013,1990,8,7,0,2639,TS
180,26.9,-46.3,25,1014,1990,8,7,6,2639,TS
186,26.8,-46.3,25,1016,1990,8,7,12,2639,TS
6,38,-23,30,1015,1990,8,2,18,2640,TS
12,38.3,-23,30,1013,1990,8,3,0,2640,TS
18,38.8,-23.1,30,1010,1990,8,3,6,2640,TS
24,39.2,-23.3,35,1009,1990,8,3,12,2640,TS
30,39.5,-23.9,40,1006,1990,8,3,18,2640,TS
36,39.7,-25.3,40,1005,1990,8,4,0,2640,TS
42,39.4,-27.3,35,1006,1990,8,4,6,2640,TS
48,38.8,-29,35,1006,1990,8,4,12,2640,TS
54,38.1,-30.1,30,1007,1990,8,4,18,2640,TS
60,37.6,-30.8,30,1007,1990,8,5,0,2640,TS
66,37.3,-31.6,30,1007,1990,8,5,6,2640,TS
72,37.1,-32.5,30,1007,1990,8,5,12,2640,TS
78,37,-33.1,25,1009,1990,8,5,18,2640,TS
84,37,-33.4,25,1010,1990,8,6,0,2640,TS
90,37.1,-33.5,25,1010,1990,8,6,6,2640,TS
96,37.2,-33.5,25,1010,1990,8,6,12,2640,TS
102,37.5,-33.5,25,1010,1990,8,6,18,2640,TS
108,37.5,-33.7,25,1010,1990,8,7,0,2640,TS
114,37.4,-33.9,25,1008,1990,8,7,6,2640,TS
120,37.1,-34.2,25,1008,1990,8,7,12,2640,TS
126,36.9,-34.2,25,1008,1990,8,7,18,2640,TS
132,36.9,-34,30,1007,1990,8,8,0,2640,TS
138,37,-33.6,30,1007,1990,8,8,6,2640,TS
144,37.1,-33,30,1007,1990,8,8,12,2640,TS
150,37.4,-32,35,1005,1990,8,8,18,2640,TS
156,37.8,-30.8,35,1004,1990,8,9,0,2640,TS
162,38.5,-29.6,40,1003,1990,8,9,6,2640,TS
168,39.2,-28.6,35,1005,1990,8,9,12,2640,TS
174,39.6,-28.1,35,1006,1990,8,9,18,2640,TS
180,39.7,-27.7,35,1006,1990,8,10,0,2640,TS
186,39.6,-27.1,35,1007,1990,8,10,6,2640,TS
192,39.3,-26.1,30,1009,1990,8,10,12,2640,TS
198,39.1,-25,30,1010,1990,8,10,18,2640,TS
204,39,-23.8,30,1010,1990,8,11,0,2640,TS
210,39,-22.9,30,1010,1990,8,11,6,2640,TS
216,39.1,-22,30,1010,1990,8,11,12,2640,TS
222,39,-21.2,30,1010,1990,8,11,18,2640,TS
228,38.9,-20.5,30,1010,1990,8,12,0,2640,TS
234,38.8,-19.9,30,1010,1990,8,12,6,2640,TS
240,38.5,-19.3,30,1010,1990,8,12,12,2640,TS
246,38.1,-18.5,25,1011,1990,8,12,18,2640,TS
252,37.7,-17.8,20,1012,1990,8,13,0,2640,TS
258,37.6,-17.1,20,1012,1990,8,13,6,2640,TS
264,38,-16.6,20,1014,1990,8,13,12,2640,TS
6,15,-45,30,0,1990,9,18,12,2646,TS
12,15.3,-45.5,30,0,1990,9,18,18,2646,TS
18,15.5,-46,30,0,1990,9,19,0,2646,TS
24,15.7,-46.9,30,0,1990,9,19,6,2646,TS
30,16,-47.5,30,0,1990,9,19,12,2646,TS
36,16,-47.5,30,0,1990,9,19,18,2646,TS
42,16,-47.9,30,0,1990,9,20,0,2646,TS
48,16.2,-48,30,0,1990,9,20,6,2646,TS
54,16.4,-48.3,30,0,1990,9,20,12,2646,TS
60,16.7,-48.7,30,0,1990,9,20,18,2646,TS
66,16.8,-48.9,30,0,1990,9,21,0,2646,TS
72,16.9,-49.1,30,0,1990,9,21,6,2646,TS
78,17,-49.5,30,0,1990,9,21,12,2646,TS
84,17.1,-49.8,30,0,1990,9,21,18,2646,TS
90,17.2,-50,30,0,1990,9,22,0,2646,TS
96,17.3,-50.2,30,0,1990,9,22,6,2646,TS
102,17.4,-50.5,30,0,1990,9,22,12,2646,TS
108,17.7,-50.8,30,0,1990,9,22,18,2646,TS
114,17.8,-51,30,0,1990,9,23,0,2646,TS
120,17.8,-51.2,30,0,1990,9,23,6,2646,TS
126,17.8,-51.2,30,0,1990,9,23,12,2646,TS
132,17.9,-51.5,30,0,1990,9,23,18,2646,TS
138,18,-51.9,30,0,1990,9,24,0,2646,TS
144,18.1,-52,30,0,1990,9,24,6,2646,TS
150,18.2,-52.2,30,0,1990,9,24,12,2646,TS
156,18.3,-52.4,30,0,1990,9,24,18,2646,TS
162,18.4,-52.8,30,0,1990,9,25,0,2646,TS
168,18.5,-53,30,0,1990,9,25,6,2646,TS
174,18.6,-53.2,30,0,1990,9,25,12,2646,TS
180,18.7,-53.4,30,0,1990,9,25,18,2646,TS
186,18.9,-53.8,30,0,1990,9,26,0,2646,TS
192,19,-54,30,0,1990,9,26,6,2646,TS
198,19.1,-54.2,30,0,1990,9,26,12,2646,TS
204,19.4,-54.4,30,0,1990,9,26,18,2646,TS
210,19.8,-54.8,30,0,1990,9,27,0,2646,TS
216,19.8,-54.8,30,0,1990,9,27,6,2646,TS
222,19.8,-55,30,0,1990,9,27,12,2646,TS
6,22.5,-79.5,25,1004,1990,10,9,12,2650,TS
12,22.7,-80.7,30,1002,1990,10,9,18,2650,TS
18,23.5,-81.4,30,1000,1990,10,10,0,2650,TS
24,24.1,-82,35,996,1990,10,10,6,2650,TS
30,24.6,-82.4,40,998,1990,10,10,12,2650,TS
36,25.2,-82.5,45,994,1990,10,10,18,2650,TS
42,26,-82.6,50,993,1990,10,11,0,2650,TS
48,26.7,-82.6,55,989,1990,10,11,6,2650,TS
54,27.5,-82.8,50,994,1990,10,11,12,2650,TS
60,28.3,-83,40,998,1990,10,11,18,2650,TS
66,29.1,-83.1,30,999,1990,10,12,0,2650,TS
72,30.7,-83,20,1004,1990,10,12,6,2650,TS
78,32,-83,20,1005,1990,10,12,12,2650,TS
84,33.2,-82.6,15,1005,1990,10,12,18,2650,TS
90,33.7,-81.9,15,1006,1990,10,13,0,2650,TS
96,33.8,-81.5,15,1007,1990,10,13,6,2650,TS
102,34,-81,15,1007,1990,10,13,12,2650,TS
6,25.9,-78,20,1012,1991,6,29,12,2652,TS
12,25.9,-79,20,1012,1991,6,29,18,2652,TS
18,25.9,-80,20,1012,1991,6,30,0,2652,TS
24,26,-80.9,20,1012,1991,6,30,6,2652,TS
30,26.2,-81.8,20,1012,1991,6,30,12,2652,TS
36,26.7,-82.4,20,1012,1991,6,30,18,2652,TS
42,27.3,-82.7,20,1012,1991,7,1,0,2652,TS
48,28,-82.7,20,1012,1991,7,1,6,2652,TS
54,28.7,-82.5,20,1012,1991,7,1,12,2652,TS
60,29.3,-82.2,20,1012,1991,7,1,18,2652,TS
66,29.9,-81.6,20,1012,1991,7,2,0,2652,TS
72,30.4,-81,20,1012,1991,7,2,6,2652,TS
78,30.9,-80.3,20,1012,1991,7,2,12,2652,TS
84,31.3,-79.7,25,1012,1991,7,2,18,2652,TS
90,31.5,-79,25,1011,1991,7,3,0,2652,TS
96,32.5,-77.4,25,1010,1991,7,3,6,2652,TS
102,33.9,-75.4,30,1008,1991,7,3,12,2652,TS
108,35.2,-73.4,30,1006,1991,7,3,18,2652,TS
114,36.2,-70.7,40,1003,1991,7,4,0,2652,TS
120,37.1,-67.8,45,1002,1991,7,4,6,2652,TS
126,37.6,-64.7,45,1001,1991,7,4,12,2652,TS
132,37.9,-61.1,45,1000,1991,7,4,18,2652,TS
138,38,-57.5,45,1001,1991,7,5,0,2652,TS
144,37.5,-54.2,40,1003,1991,7,5,6,2652,TS
150,37,-50.7,35,1005,1991,7,5,12,2652,TS
6,23.4,-96.2,25,0,1991,7,5,18,2653,TS
12,23.3,-96.7,25,0,1991,7,6,0,2653,TS
18,23.3,-96.8,25,0,1991,7,6,6,2653,TS
24,23.3,-97,30,0,1991,7,6,12,2653,TS
30,23.3,-97.4,30,0,1991,7,6,18,2653,TS
36,23.4,-98,20,0,1991,7,7,0,2653,TS
6,10.4,-25.8,25,1010,1991,9,7,0,2658,TS
12,10.2,-27.5,25,1009,1991,9,7,6,2658,TS
18,10,-29.2,25,1008,1991,9,7,12,2658,TS
24,9.8,-30.6,30,1008,1991,9,7,18,2658,TS
30,9.7,-32,30,1007,1991,9,8,0,2658,TS
36,9.8,-33.4,30,1006,1991,9,8,6,2658,TS
42,10.3,-35,35,1005,1991,9,8,12,2658,TS
48,10.8,-36.5,40,1004,1991,9,8,18,2658,TS
54,11.3,-37.9,40,1002,1991,9,9,0,2658,TS
60,11.8,-39.6,45,1000,1991,9,9,6,2658,TS
66,12.5,-41.5,45,999,1991,9,9,12,2658,TS
72,13.4,-43.4,45,999,1991,9,9,18,2658,TS
78,14.2,-45.2,45,998,1991,9,10,0,2658,TS
84,14.9,-47.3,45,999,1991,9,10,6,2658,TS
90,15.3,-49.7,45,999,1991,9,10,12,2658,TS
96,15.7,-52.1,40,1000,1991,9,10,18,2658,TS
102,15.8,-54.1,35,1002,1991,9,11,0,2658,TS
108,15.9,-56.1,35,1005,1991,9,11,6,2658,TS
114,16,-58.1,30,1010,1991,9,11,12,2658,TS
6,18.9,-85.7,25,1010,1991,10,15,0,2660,TS
12,19.5,-85.1,30,1008,1991,10,15,6,2660,TS
18,20.3,-84.1,35,1007,1991,10,15,12,2660,TS
24,21.2,-83.1,40,1006,1991,10,15,18,2660,TS
30,22.4,-81.8,40,1004,1991,10,16,0,2660,TS
36,23.9,-80.8,40,1002,1991,10,16,6,2660,TS
42,24.5,-80.5,40,1002,1991,10,16,8,2660,TS
48,25.2,-79.8,40,1007,1991,10,16,12,2660,TS
54,26.5,-78.5,40,1009,1991,10,16,18,2660,TS
60,30,-75.5,40,1009,1991,10,17,0,2660,TS
6,13.4,-42.3,25,0,1991,10,24,12,2661,TS
12,13.7,-43.6,25,0,1991,10,24,18,2661,TS
18,13.8,-44.9,25,0,1991,10,25,0,2661,TS
24,14,-46.4,25,0,1991,10,25,6,2661,TS
30,14.1,-47.7,25,0,1991,10,25,12,2661,TS
6,24,-59,25,1006,1992,4,21,12,2664,TS
12,24.2,-60,25,1005,1992,4,21,18,2664,TS
18,24.5,-61,30,1003,1992,4,22,0,2664,TS
24,24.9,-61.5,45,1002,1992,4,22,6,2664,TS
30,25.2,-62,45,1002,1992,4,22,12,2664,TS
36,25.5,-62.4,45,1003,1992,4,22,18,2664,TS
42,25.6,-63.1,45,1004,1992,4,23,0,2664,TS
48,25.6,-63.5,40,1005,1992,4,23,6,2664,TS
54,25.6,-63.7,35,1008,1992,4,23,12,2664,TS
60,25.7,-63.5,30,1008,1992,4,23,18,2664,TS
66,25.7,-63.1,25,1009,1992,4,24,0,2664,TS
72,25.7,-62.6,25,1009,1992,4,24,6,2664,TS
78,25.7,-62,25,1010,1992,4,24,12,2664,TS
84,25.7,-61.1,25,1010,1992,4,24,18,2664,TS
6,24.5,-85.5,25,0,1992,6,25,12,2665,TS
12,25.7,-85.5,30,0,1992,6,25,18,2665,TS
18,27,-84.5,30,0,1992,6,26,0,2665,TS
24,27.6,-84,30,0,1992,6,26,6,2665,TS
30,28.5,-82.9,30,0,1992,6,26,12,2665,TS
6,28.6,-62.1,25,0,1992,7,24,18,2666,TS
12,28.8,-62.7,30,0,1992,7,25,0,2666,TS
18,29.1,-62.8,30,0,1992,7,25,6,2666,TS
24,29.5,-62.7,30,0,1992,7,25,12,2666,TS
