space,time,day,poi,tid,label
40.7576276425 -74.002661705,933,Wednesday,98665,77074,4896
40.7450947333 -73.9942848167,1399,Wednesday,67374,77074,4896
40.7568799674 -73.9862251282,6,Thursday,11844,77075,4896
40.7450947333 -73.9942848167,335,Thursday,67374,77075,4896
40.7576276425 -74.002661705,983,Thursday,98665,77075,4896
40.7745781069 -73.8720059395,147,Friday,12505,77075,4896
35.8755937108 -78.7916064262,257,Friday,26880,77075,4896
35.7061032167 -78.8350890833,1208,Saturday,29811,77075,4896
35.7621147957 -78.7396144867,1261,Saturday,45824,77075,4896
35.8407077803 -78.6801981926,19,Sunday,27205,77075,4896
35.8403424925 -78.6793506145,77,Sunday,51679,77075,4896
35.78519505 -78.68843835,169,Sunday,88076,77075,4896
35.7434649167 -78.8720653667,1323,Sunday,62700,77075,4896
35.715185 -78.8434960167,35,Monday,48002,77075,4896
35.7621147957 -78.7396144867,1334,Tuesday,45824,77075,4896
35.7453496667 -78.87722815,9,Wednesday,52036,77075,4896
35.7825971846 -78.645568192,201,Thursday,38961,77076,4896
35.7885693167 -78.7029459167,1237,Thursday,135506,77076,4896
35.715185 -78.8434960167,1394,Friday,48002,77076,4896
35.7061032167 -78.8350890833,1209,Sunday,29811,77076,4896
35.7468148936 -78.8812063551,1344,Sunday,74115,77076,4896
35.7453496667 -78.87722815,1428,Sunday,52036,77076,4896
35.9106567463 -78.8930362675,828,Monday,33805,77076,4896
35.91383915 -78.90494795,861,Monday,28743,77076,4896
35.9106567463 -78.8930362675,1089,Monday,33805,77076,4896
35.9136287195 -78.9036171421,1354,Tuesday,28818,77076,4896
35.91383915 -78.90494795,1354,Tuesday,28743,77076,4896
35.91383915 -78.90494795,705,Wednesday,28743,77076,4896
35.9047940828 -78.9442831278,1041,Wednesday,46769,77076,4896
35.91383915 -78.90494795,771,Friday,28743,77094,4896
35.7738320991 -78.7601494789,1094,Saturday,26719,77094,4896
35.7621147957 -78.7396144867,1136,Saturday,45824,77094,4896
35.7165657316 -78.8413747398,1430,Saturday,616707,77094,4896
35.7460191 -78.87393405,13,Sunday,59696,77094,4896
35.7363334 -78.78149205,1098,Sunday,72193,77094,4896
35.76358062 -78.74479359,1399,Sunday,298607,77094,4896
35.9106567463 -78.8930362675,759,Monday,33805,77094,4896
35.91383915 -78.90494795,1271,Monday,28743,77094,4896
35.9106567463 -78.8930362675,1275,Monday,33805,77094,4896
35.9049396264 -78.9426971378,1011,Monday,39502,77095,4896
35.8755937108 -78.7916064262,1075,Monday,26880,77095,4896
36.0809449235 -115.1468467712,272,Tuesday,17003,77095,4896
36.1086608807 -115.168325901,303,Tuesday,931483,77095,4896
36.1096750109 -115.1718020439,375,Tuesday,32691,77095,4896
36.1099003714 -115.1703965664,385,Tuesday,22420,77095,4896
36.1099003714 -115.1703965664,855,Tuesday,22420,77095,4896
36.1265616667 -115.16688625,874,Tuesday,139048,77095,4896
36.1256768917 -115.1668563148,886,Tuesday,313936,77095,4896
36.1258478797 -115.1701303724,983,Tuesday,175994,77095,4896
35.2198882723 -80.9448494641,602,Wednesday,170250,77095,4896
35.2201261779 -80.9439504147,605,Wednesday,18643,77095,4896
35.2224435624 -80.9412235439,658,Wednesday,302672,77095,4896
35.8755937108 -78.7916064262,754,Wednesday,26880,77095,4896
35.9106567463 -78.8930362675,1098,Thursday,33805,77095,4896
35.8403424925 -78.6793506145,37,Saturday,51679,77096,4896
35.78519505 -78.68843835,113,Saturday,88076,77096,4896
35.9106567463 -78.8930362675,1128,Sunday,33805,77096,4896
35.91383915 -78.90494795,1130,Sunday,28743,77096,4896
35.8755937108 -78.7879693508,1192,Sunday,778705,77096,4896
35.8755937108 -78.7916064262,1192,Sunday,26880,77096,4896
39.1798446122 -76.6709661484,1308,Sunday,24767,77096,4896
39.1768256081 -76.7032492161,1363,Sunday,158992,77096,4896
38.904551319 -77.0494043827,7,Monday,672284,77096,4896
38.9048194833 -77.0682549333,56,Monday,10952,77096,4896
38.9053237667 -77.0637796333,83,Monday,47611,77096,4896
38.904551319 -77.0494043827,191,Monday,672284,77096,4896
38.904551319 -77.0494043827,1384,Monday,672284,77096,4896
38.9015870333 -77.0611839167,1417,Monday,30434,77096,4896
38.9024185451 -77.0603974823,1417,Monday,467261,77096,4896
38.904551319 -77.0494043827,131,Tuesday,672284,77096,4896
38.9059343184 -77.0488199744,976,Tuesday,855536,77096,4896
38.904551319 -77.0494043827,1141,Tuesday,672284,77096,4896
38.88668145 -77.0018098167,1175,Tuesday,29197,77096,4896
38.8887614005 -77.0046007633,1202,Tuesday,13293,77096,4896
38.8898052634 -77.0090961456,1218,Tuesday,9185,77096,4896
39.1768256081 -76.7032492161,1323,Tuesday,158992,77096,4896
39.1798446122 -76.6709661484,1330,Tuesday,24767,77096,4896
39.1737898396 -76.6690349579,26,Wednesday,935390,77096,4896
35.8755937108 -78.7916064262,113,Wednesday,26880,77096,4896
35.9106567463 -78.8930362675,785,Wednesday,33805,77096,4896
35.7632117339 -78.6626887321,1137,Saturday,25720,77108,4896
35.8407077803 -78.6801981926,1211,Saturday,27205,77108,4896
35.8403424925 -78.6793506145,1280,Saturday,51679,77108,4896
35.7061032167 -78.8350890833,1253,Sunday,29811,77108,4896
35.9106567463 -78.8930362675,776,Monday,33805,77108,4896
35.91383915 -78.90494795,1275,Tuesday,28743,77108,4896
35.7061032167 -78.8350890833,67,Wednesday,29811,77108,4896
35.7040482759 -78.6000323296,150,Thursday,641969,77108,4896
35.9106567463 -78.8930362675,777,Thursday,33805,77108,4896
35.91383915 -78.90494795,1269,Thursday,28743,77108,4896
40.7964951619 -73.9520215988,1141,Monday,12126,77923,4929
40.79496195 -73.9567881667,1149,Monday,426765,77923,4929
40.7946351739 -73.9591884613,1153,Monday,446540,77923,4929
40.79462885 -73.9598107333,1154,Monday,12119,77923,4929
40.7942533333 -73.9610552667,1155,Monday,12115,77923,4929
40.7923007 -73.9631795833,1171,Monday,12099,77923,4929
40.7889640167 -73.9621496167,1178,Monday,12090,77923,4929
40.7890176667 -73.9612483833,1179,Monday,12091,77923,4929
40.7898184561 -73.9617848396,1180,Monday,437659,77923,4929
40.7875370833 -73.9661407333,1187,Monday,12084,77923,4929
40.7819225071 -73.9715266228,1195,Monday,440561,77923,4929
40.7793634333 -73.9734256268,1197,Monday,440631,77923,4929
40.7761136736 -73.9757537842,1200,Monday,440689,77923,4929
40.7758546333 -73.9752521667,1201,Monday,1038175,77923,4929
40.7686955018 -73.9832639694,1248,Monday,37502,77923,4929
40.7685979956 -73.9829850197,1252,Monday,11827,77923,4929
40.7690672667 -73.9789089833,1258,Monday,1025029,77923,4929
40.7698736895 -73.9752173424,1261,Monday,12349,77923,4929
40.7199245896 -74.003970623,1078,Tuesday,48704,77923,4929
40.6868457046 -74.0016746521,1376,Tuesday,1101450,77923,4929
40.6766434275 -73.9803466534,84,Wednesday,102363,77923,4929
40.6729488135 -73.969874382,258,Wednesday,214158,77923,4929
40.728533864 -73.9906024933,1292,Wednesday,1007558,77923,4929
40.729372682 -73.9904630184,1293,Wednesday,425186,77923,4929
40.735844095 -73.9903879166,327,Thursday,106840,77923,4929
40.6736079235 -73.9606797695,966,Thursday,313663,77923,4929
40.6729488135 -73.969874382,1139,Thursday,214158,77923,4929
40.6672888333 -73.97262735,1145,Thursday,408784,77923,4929
40.6654865824 -73.9716982841,1151,Thursday,731109,77923,4929
40.6631671802 -73.976225853,1161,Thursday,1109411,77923,4929
40.6615150655 -73.9683187008,1175,Thursday,724324,77923,4929
40.6656981729 -73.964381218,1203,Thursday,62689,77923,4929
40.7250228232 -73.9991104603,1311,Thursday,19762,77923,4929
40.7235581729 -74.0028819071,1321,Thursday,374962,77923,4929
40.7253997833 -74.0029002,1326,Thursday,715001,77923,4929
40.7162159592 -73.9931262338,1365,Thursday,54602,77923,4929
40.71495491 -73.98996567,1409,Thursday,442099,77923,4929
40.7253249667 -74.0042984333,851,Friday,46348,77925,4929
40.6786835667 -73.9676109167,998,Friday,795226,77925,4929
40.7005526207 -74.0122318268,1038,Friday,235930,77925,4929
40.7008291704 -74.0130579472,1040,Friday,11784,77925,4929
40.6441776025 -74.0723776817,1076,Friday,64203,77925,4929
40.64390565 -74.0744235167,1204,Friday,75054,77925,4929
40.7008291704 -74.0130579472,1255,Friday,11784,77925,4929
40.7005526207 -74.0122318268,1256,Friday,235930,77925,4929
40.705823135 -73.9966964722,1270,Friday,11794,77925,4929
40.7234535521 -73.9982843399,935,Saturday,62616,77925,4929
40.7250228232 -73.9991104603,936,Saturday,19762,77925,4929
40.7302100987 -74.0020501614,1049,Saturday,215438,77925,4929
40.7310962856 -74.001224041,1076,Saturday,564864,77925,4929
40.7657052487 -73.9472579956,1216,Saturday,12821,77925,4929
40.7568799674 -73.9545536041,1330,Saturday,24075,77925,4929
40.6736079235 -73.9606797695,917,Sunday,313663,77925,4929
40.7244781362 -74.0017916324,1398,Sunday,179572,77925,4929
40.7308686424 -73.9975655079,1437,Sunday,16397,77925,4929
40.7298747268 -73.9910048246,12,Monday,530522,77925,4929
40.7295774833 -73.98984225,15,Monday,1043046,77925,4929
40.7312751476 -73.9971095324,119,Monday,440680,77925,4929
40.730840187 -73.9975306392,120,Monday,440653,77925,4929
40.6740310524 -73.9820837975,1052,Tuesday,461285,77925,4929
40.6729488135 -73.969874382,1162,Tuesday,214158,77925,4929
40.6723588638 -73.9579385519,1178,Tuesday,198993,77925,4929
40.6736079235 -73.9606797695,818,Wednesday,313663,77925,4929
40.705823135 -73.9966964722,1352,Wednesday,11794,77925,4929
40.7032861996 -73.9906415889,1375,Wednesday,46771,77925,4929
40.7024864111 -73.9866167307,1431,Wednesday,46847,77925,4929
40.705823135 -73.9966964722,45,Thursday,11794,77925,4929
40.6969079833 -73.9974779,52,Thursday,93276,77925,4929
40.712402559 -74.0067601204,70,Thursday,57703,77925,4929
40.7123678333 -74.0081857667,76,Thursday,16802,77925,4929
40.7094395333 -74.0113244167,100,Thursday,242647,77925,4929
40.7070708167 -74.0119528667,110,Thursday,15169,77925,4929
40.7005526207 -74.0122318268,120,Thursday,235930,77925,4929
40.7008291704 -74.0130579472,120,Thursday,11784,77925,4929
40.6891968241 -74.0445041656,130,Thursday,11975,77925,4929
40.6801905293 -73.9678895473,968,Friday,483099,77927,4929
40.6766434275 -73.9803466534,979,Friday,102363,77927,4929
40.6679116956 -73.9805281162,1084,Friday,100950,77927,4929
40.6687567 -73.9798606833,1086,Friday,63044,77927,4929
40.764716217 -73.987367217,1260,Friday,1213971,77927,4929
40.7615997907 -73.990200096,1304,Friday,314420,77927,4929
40.7628632833 -73.99274015,1333,Friday,160312,77927,4929
40.7222257546 -73.9930486679,937,Saturday,58176,77927,4929
40.7197318167 -73.9871723167,1014,Saturday,358612,77927,4929
40.723584 -73.996117,1123,Saturday,37705,77927,4929
40.7234535521 -73.9982843399,1286,Saturday,62616,77927,4929
40.7039524755 -74.0160727501,1007,Sunday,11738,77927,4929
40.7005526207 -74.0122318268,1007,Sunday,235930,77927,4929
40.7008291704 -74.0130579472,1009,Sunday,11784,77927,4929
40.6891968241 -74.0445041656,1030,Sunday,11975,77927,4929
40.6441776025 -74.0723776817,1046,Sunday,64203,77927,4929
40.5823346345 -74.1654852569,1090,Sunday,52834,77927,4929
40.5824704262 -74.1659195145,1093,Sunday,67965,77927,4929
40.6891968241 -74.0445041656,1215,Sunday,11975,77927,4929
40.7511502211 -73.9764297009,809,Monday,179182,77927,4929
40.7515076167 -73.9755,823,Monday,34484,77927,4929
40.7527919861 -73.9772558212,826,Monday,13022,77927,4929
40.8728639399 -73.9184617996,998,Monday,666209,77927,4929
40.7196274167 -73.9521456,1213,Monday,284251,77927,4929
40.7206564175 -73.95154953,1215,Monday,105121,77927,4929
40.684380601 -73.9770627022,1396,Tuesday,93704,77927,4929
40.6840418782 -73.9771814335,1418,Tuesday,51544,77927,4929
40.7260208204 -73.9962083218,315,Friday,487476,77929,4929
40.7250228232 -73.9991104603,316,Friday,19762,77929,4929
40.7211846333 -73.99289135,824,Friday,744708,77929,4929
40.735844095 -73.9903879166,580,Saturday,106840,77929,4929
40.7373980022 -73.9965445283,590,Saturday,137429,77929,4929
40.6729488135 -73.969874382,1179,Saturday,214158,77929,4929
40.6724661167 -73.9696116667,1180,Saturday,864994,77929,4929
40.6672888333 -73.97262735,1181,Saturday,408784,77929,4929
40.7291860283 -73.9867552404,1300,Monday,209100,77929,4929
40.7271835596 -74.0017148852,830,Tuesday,1300766,77929,4929
40.67448533 -73.9632595842,670,Wednesday,438123,77929,4929
40.7114917257 -74.0075433254,999,Wednesday,178124,77929,4929
40.7242829124 -73.9789831638,1242,Wednesday,202256,77929,4929
40.7253997833 -74.0029002,988,Thursday,715001,77929,4929
40.7244781362 -74.0017916324,1019,Friday,179572,77935,4929
40.5771587 -73.9808221333,1306,Friday,46452,77935,4929
40.5745789774 -73.9844334126,1325,Friday,496330,77935,4929
40.57199255 -73.9825003,1330,Friday,1222359,77935,4929
40.5732845667 -73.9797481667,1331,Friday,573833,77935,4929
40.5732867 -73.9795310333,1344,Friday,903066,77935,4929
40.5754673667 -73.9781901,1352,Friday,1273705,77935,4929
40.5751575677 -73.9776849747,1353,Friday,1131060,77935,4929
40.7303160944 -74.0003045253,900,Saturday,124646,77935,4929
40.723584 -73.996117,986,Saturday,37705,77935,4929
40.7428026007 -74.0322196484,1252,Saturday,677661,77935,4929
40.7484179 -74.0261037333,1324,Saturday,352042,77935,4929
40.7452411571 -74.0257501602,1327,Saturday,1537421,77935,4929
40.7452411571 -74.0257501602,1354,Saturday,1537421,77935,4929
40.7413038602 -74.028019309,1368,Saturday,1513122,77935,4929
40.7382036465 -74.0302656591,1374,Saturday,1513095,77935,4929
40.7369253125 -74.0270912647,1382,Saturday,104156,77935,4929
40.7272629353 -73.9848619024,1210,Sunday,173765,77935,4929
40.6829730917 -73.9761185646,1075,Monday,1247079,77935,4929
40.6840418782 -73.9771814335,1095,Monday,51544,77935,4929
40.7275352062 -73.9905703068,1251,Monday,220596,77935,4929
40.6712562541 -73.963855505,984,Wednesday,43912,77935,4929
40.6723954815 -73.9683562517,985,Wednesday,90120,77935,4929
40.7477690328 -73.9872443676,1430,Wednesday,93327,77935,4929
40.7148422296 -74.015032053,82,Thursday,171118,77935,4929
40.7136549344 -73.9725887775,1273,Thursday,22639,77935,4929
40.7568799674 -73.9545536041,1425,Friday,24075,77937,4929
40.6345220204 -74.1215693951,932,Saturday,1696082,77937,4929
40.8728639399 -73.9184617996,1215,Saturday,666209,77937,4929
40.8514833821 -73.9520859718,1389,Saturday,16481,77937,4929
40.85011295 -73.9468287333,1432,Saturday,998186,77937,4929
40.7212956333 -73.9966215,1220,Monday,1046122,77937,4929
40.7234535521 -73.9982843399,1251,Monday,62616,77937,4929
40.7636311227 -73.9965203347,1419,Tuesday,166234,77937,4929
40.7640234833 -73.9982350667,61,Wednesday,431417,77937,4929
40.75622195 -73.9947223,64,Wednesday,697034,77937,4929
40.6736079235 -73.9606797695,810,Wednesday,313663,77937,4929
40.77551025 -73.94430525,1059,Wednesday,115548,77937,4929
40.7760116167 -73.9431788667,1060,Wednesday,37523,77937,4929
40.7790384645 -73.954886198,1195,Wednesday,2069791,77937,4929
40.7235045833 -73.9530322,1355,Wednesday,772747,77937,4929
40.7206564175 -73.95154953,0,Thursday,105121,77937,4929
40.7223412772 -73.9550555498,16,Thursday,417419,77937,4929
40.7268065214 -73.9837789536,1241,Thursday,225462,77937,4929
40.7348905837 -73.9911946415,240,Friday,174475,77938,4929
40.7346734338 -73.9910128713,240,Friday,174402,77938,4929
40.7294295941 -73.9971363544,317,Friday,45321,77938,4929
40.6736079235 -73.9606797695,1076,Friday,313663,77938,4929
40.7369253125 -74.0270912647,1296,Friday,104156,77938,4929
40.7234535521 -73.9982843399,862,Saturday,62616,77938,4929
40.5949619728 -73.9817447609,1047,Saturday,265870,77938,4929
40.67448533 -73.9632595842,859,Sunday,438123,77938,4929
40.72943935 -73.99073655,1299,Monday,235186,77938,4929
40.7260208204 -73.9962083218,323,Tuesday,487476,77938,4929
40.7250228232 -73.9991104603,324,Tuesday,19762,77938,4929
40.7067340458 -73.9904308319,1411,Tuesday,20303,77938,4929
40.7234535521 -73.9982843399,13,Thursday,62616,77938,4929
40.7231919333 -73.9889170833,1284,Thursday,940140,77938,4929
40.6615150655 -73.9683187008,1308,Friday,724324,77942,4929
40.7202002736 -73.9886594168,1145,Saturday,1098627,77942,4929
40.734039317 -73.9906990528,1413,Saturday,22168,77942,4929
40.734039317 -73.9906990528,242,Sunday,22168,77942,4929
40.7309905942 -73.990291357,243,Sunday,148130,77942,4929
40.6736079235 -73.9606797695,939,Sunday,313663,77942,4929
40.6723588638 -73.9579385519,1091,Sunday,198993,77942,4929
40.7412987797 -74.0055263042,1213,Sunday,21553,77942,4929
40.7423961659 -74.0075433254,1214,Sunday,15079,77942,4929
40.7271855923 -73.9854204655,1303,Sunday,304391,77942,4929
40.7250228232 -73.9991104603,273,Monday,19762,77942,4929
40.7260554323 -73.998670578,798,Monday,432271,77942,4929
40.7206482861 -73.9899373055,1244,Wednesday,221014,77942,4929
40.719578 -73.98720665,1437,Wednesday,155967,77942,4929
40.7253997833 -74.0029002,19,Thursday,715001,77942,4929
40.7244781362 -74.0017916324,849,Thursday,179572,77942,4929
40.7271855923 -73.9854204655,1302,Thursday,304391,77942,4929
40.7194792738 -73.9558655811,1226,Friday,101538,77943,4929
40.73299205 -73.9547323167,1316,Friday,305219,77943,4929
40.7326975253 -73.9546998715,1394,Friday,161594,77943,4929
40.713910867 -73.955950733,235,Saturday,1414410,77943,4929
40.6069153117 -74.0447616577,829,Saturday,16623,77943,4929
40.6048336667 -74.0553858,846,Saturday,756479,77943,4929
40.7044567454 -74.010104835,1142,Saturday,199758,77943,4929
40.6905609333 -73.9747047167,975,Sunday,56622,77943,4929
40.7032861996 -73.9906415889,1078,Sunday,46771,77943,4929
40.7067340458 -73.9904308319,1152,Sunday,20303,77943,4929
40.7224940831 -73.9922654629,1244,Sunday,238974,77943,4929
40.7244211382 -73.9876306057,1269,Sunday,321345,77943,4929
40.7317461797 -73.9880998345,1281,Monday,33283,77943,4929
40.73216104 -73.98577511,1283,Monday,570779,77943,4929
40.7385137858 -73.9931258174,1301,Tuesday,259640,77943,4929
40.7389373057 -73.98968786,1364,Tuesday,23283,77943,4929
40.7067340458 -73.9904308319,1306,Wednesday,20303,77943,4929
40.7285271242 -73.9968681335,330,Friday,1933724,77945,4929
40.7275352062 -73.9905703068,1343,Friday,220596,77945,4929
40.7309216501 -73.982880323,1429,Friday,126128,77945,4929
40.7332491833 -73.9909887167,62,Saturday,13731,77945,4929
40.741388197 -73.9894545078,774,Saturday,12973,77945,4929
40.7458101407 -73.9882206917,783,Saturday,60450,77945,4929
40.7458263973 -73.9882743359,790,Saturday,148006,77945,4929
40.742489936 -73.989906146,897,Saturday,2436072,77945,4929
40.721437025 -73.9978015423,1023,Saturday,15998,77945,4929
40.7177789476 -73.9904941048,1258,Sunday,36989,77945,4929
40.7587125693 -73.9785754681,1317,Tuesday,14151,77945,4929
40.7588019632 -73.9780658484,1354,Tuesday,873393,77945,4929
40.7224940831 -73.9922654629,1266,Wednesday,238974,77945,4929
40.7227793289 -73.9979139443,776,Thursday,33366,77945,4929
40.7234535521 -73.9982843399,1331,Friday,62616,77946,4929
40.6668456332 -73.9595103264,1038,Saturday,609718,77946,4929
40.6915100833 -73.96360205,1045,Saturday,452381,77946,4929
40.6975877167 -73.9314923333,1077,Saturday,689337,77946,4929
40.755595897 -73.8483810425,1190,Saturday,11712,77946,4929
40.7564248567 -73.8454198837,1192,Saturday,11711,77946,4929
40.758292 -73.832635,1209,Saturday,1317733,77946,4929
40.745556 -74.007778,830,Sunday,225918,77946,4929
40.8514833821 -73.9520859718,844,Sunday,16481,77946,4929
41.7104521478 -73.9444094896,1015,Sunday,657117,77946,4929
41.7104521478 -73.9444094896,1047,Sunday,657117,77946,4929
41.0700661593 -73.8912534714,1207,Sunday,41403,77946,4929
40.7231919333 -73.9889170833,1257,Sunday,940140,77946,4929
40.7271855923 -73.9854204655,2,Monday,304391,77946,4929
40.7285271242 -73.9968681335,260,Monday,1933724,77946,4929
40.7294295941 -73.9971363544,261,Monday,45321,77946,4929
40.6723954815 -73.9683562517,1079,Monday,90120,77946,4929
40.6723954815 -73.9683562517,1097,Wednesday,90120,77946,4929
40.6723588638 -73.9579385519,1216,Wednesday,198993,77946,4929
40.6723588638 -73.9579385519,9,Thursday,198993,77946,4929
38.9429206833 -94.5967676167,299,Thursday,215038,80824,5164
38.9344349833 -94.6295548833,300,Thursday,22678,80824,5164
38.934693546 -94.6297931671,300,Thursday,19224,80824,5164
38.9302426333 -94.6532755333,301,Thursday,31833,80824,5164
38.9283673278 -94.6567225456,302,Thursday,67101,80824,5164
38.9394336668 -94.6690392494,302,Thursday,138823,80824,5164
38.9269195167 -94.68287475,303,Thursday,244116,80824,5164
38.9281417167 -94.6985293667,305,Thursday,40375,80824,5164
38.9369134307 -94.7259664536,306,Thursday,67204,80824,5164
38.9440065817 -94.7715988755,307,Thursday,34807,80824,5164
38.8967277739 -94.8391127586,984,Saturday,60605,80827,5164
38.994789 -94.697841,1030,Saturday,235242,80827,5164
38.9928716099 -94.66802001,1038,Saturday,301305,80827,5164
38.9931718029 -94.666185379,1040,Saturday,248972,80827,5164
38.9897037368 -94.608632737,1110,Saturday,26357,80827,5164
38.9852462167 -94.60591865,1115,Saturday,18574,80827,5164
38.9109380993 -94.7594511509,1199,Saturday,36796,80827,5164
38.9122320828 -94.7615486383,1199,Saturday,132971,80827,5164
38.9131758 -94.76080955,1200,Saturday,58136,80827,5164
38.9122162167 -94.76002395,1200,Saturday,54960,80827,5164
39.0668911833 -94.61380395,118,Monday,40991,80827,5164
38.99507802 -94.69639956,128,Monday,148279,80827,5164
38.9949336 -94.6912638833,128,Monday,46422,80827,5164
38.9941390827 -94.6890377998,130,Monday,48493,80827,5164
38.9440065817 -94.7715988755,133,Monday,34807,80827,5164
38.9437591833 -94.8144516667,136,Monday,451938,80827,5164
38.9344349833 -94.6295548833,1412,Thursday,22678,80827,5164
38.9349898128 -94.6682292223,1419,Thursday,285334,80827,5164
38.9371493441 -94.6678634253,1419,Thursday,347561,80827,5164
38.9440065817 -94.7715988755,1427,Thursday,34807,80827,5164
38.9435953667 -94.8132603167,1430,Thursday,55285,80827,5164
38.9475273667 -94.7343500667,1014,Saturday,227397,80829,5164
38.994789 -94.697841,1021,Saturday,235242,80829,5164
39.0572671675 -94.6067690849,110,Monday,166032,80829,5164
39.0500999 -94.6040828,115,Monday,46489,80829,5164
39.0503668667 -94.6036148,116,Monday,8993,80829,5164
39.0502323833 -94.6037046667,116,Monday,18882,80829,5164
39.05214785 -94.6045374833,117,Monday,9858,80829,5164
39.0516328667 -94.5906329,128,Monday,8976,80829,5164
38.9301444373 -94.6862411871,1002,Wednesday,290629,80829,5164
38.9359737833 -94.6048636,1007,Wednesday,528078,80829,5164
38.9417451953 -94.6043336391,1008,Wednesday,466185,80829,5164
38.9119023279 -94.3924927711,1068,Wednesday,321327,80829,5164
38.9724711333 -94.7121903667,1171,Wednesday,39644,80829,5164
38.9853286667 -94.60850715,1389,Thursday,9276,80829,5164
39.0573320167 -94.6054561,38,Friday,89879,80830,5164
39.0251280333 -94.6889459833,150,Friday,34289,80830,5164
39.0210160167 -94.6939271667,150,Friday,506937,80830,5164
38.98318654 -94.70950216,153,Friday,291812,80830,5164
38.9566780579 -94.7362922708,155,Friday,290927,80830,5164
39.01530385 -94.68851695,104,Monday,35985,80830,5164
39.0573671409 -94.6065330505,115,Monday,166022,80830,5164
39.0573080667 -94.6063616333,116,Monday,22523,80830,5164
39.0519042333 -94.5931590167,124,Monday,37144,80830,5164
38.9542652333 -94.6696790333,14,Thursday,184224,80830,5164
38.95587055 -94.6682659667,16,Thursday,96020,80830,5164
38.9540025472 -94.6643936634,16,Thursday,306391,80830,5164
38.9564012023 -94.6691679955,17,Thursday,43201,80830,5164
38.9572191167 -94.6669793,19,Thursday,9275,80830,5164
38.9563156864 -94.6716436744,19,Thursday,529481,80830,5164
38.9613055833 -94.6688194,146,Thursday,17919,80830,5164
38.8581568771 -94.8207879066,1310,Friday,45683,80833,5164
38.9633386333 -94.6704142833,1186,Saturday,35725,80833,5164
38.960493329 -94.6699297428,1187,Saturday,35749,80833,5164
38.96112835 -94.6695684833,1188,Saturday,505734,80833,5164
38.9571337667 -94.6873915167,1190,Saturday,519426,80833,5164
39.0528460074 -94.5903748926,126,Monday,113517,80833,5164
38.9895418 -94.608676,45,Tuesday,718490,80833,5164
39.0573320167 -94.6054561,1374,Tuesday,89879,80833,5164
39.0572688167 -94.6058036667,1375,Tuesday,22637,80833,5164
39.05756255 -94.6053479,1376,Tuesday,19811,80833,5164
39.0576128 -94.6058821167,1376,Tuesday,20526,80833,5164
39.0572921609 -94.6061253548,1377,Tuesday,166180,80833,5164
39.0572226 -94.6062111833,1378,Tuesday,9032,80833,5164
39.0571153 -94.60515975,1380,Tuesday,9268,80833,5164
39.0572171808 -94.6055862308,1381,Tuesday,8972,80833,5164
39.0572333333 -94.60571765,1381,Tuesday,9031,80833,5164
39.0573171542 -94.6050739288,1382,Tuesday,166106,80833,5164
39.0572389667 -94.6049183167,1383,Tuesday,22635,80833,5164
39.0571582167 -94.60485935,1384,Tuesday,9030,80833,5164
39.05731605 -94.6045704,1390,Tuesday,22634,80833,5164
39.0571153 -94.6045374833,1391,Tuesday,8971,80833,5164
39.0544427458 -94.6099516513,1392,Tuesday,701239,80833,5164
38.994789 -94.697841,960,Saturday,235242,80844,5164
39.0153769167 -94.6876511333,1019,Saturday,16341,80844,5164
39.0212425561 -94.6465623379,1025,Saturday,70655,80844,5164
39.0292857284 -94.6336984634,1026,Saturday,166408,80844,5164
39.0298066277 -94.6326819062,1027,Saturday,46160,80844,5164
39.0442360953 -94.6207433939,1028,Saturday,17602,80844,5164
39.0332178833 -94.6181080167,1028,Saturday,35430,80844,5164
39.0335858 -94.61839175,1029,Saturday,23039,80844,5164
39.0370863145 -94.6077990532,1029,Saturday,11704,80844,5164
39.0404789 -94.5981227167,1031,Saturday,27377,80844,5164
39.0401196432 -94.5950102806,1032,Saturday,24584,80844,5164
39.0401196432 -94.5949673653,1032,Saturday,492818,80844,5164
39.09325785 -94.59387085,1249,Sunday,1161876,80844,5164
39.0516328667 -94.5906329,1403,Monday,8976,80844,5164
38.9250621134 -94.7280263901,1090,Sunday,39610,80847,5164
38.9135447193 -94.7021596951,1095,Sunday,111512,80847,5164
38.9011879 -94.6855103333,1096,Sunday,109711,80847,5164
38.8905876875 -94.671946764,1097,Sunday,1484181,80847,5164
38.882865 -94.66451495,1100,Sunday,171795,80847,5164
38.8803301833 -94.6671575,1100,Sunday,627540,80847,5164
38.8856813045 -94.6644807522,1150,Sunday,48805,80847,5164
38.8844788833 -94.6731417667,1153,Sunday,27127,80847,5164
38.9724635333 -94.85256535,759,Wednesday,261410,80847,5164
38.97483627 -94.8473117,760,Wednesday,862542,80847,5164
39.0044718915 -94.8480632901,762,Wednesday,291995,80847,5164
39.0044718915 -94.8480632901,788,Wednesday,291995,80847,5164
39.0085076201 -94.8455107032,788,Wednesday,499385,80847,5164
39.0085062363 -94.8451585741,789,Wednesday,662130,80847,5164
39.0084459404 -94.8453983475,789,Wednesday,371591,80847,5164
39.0420439872 -94.5946871405,104,Thursday,82542,80847,5164
39.0426075 -94.5936894833,106,Thursday,23344,80847,5164
39.0528182099 -94.5914697647,110,Thursday,1157949,80847,5164
39.0528460074 -94.5903748926,115,Thursday,113517,80847,5164
39.0534659922 -94.5910379291,123,Thursday,348686,80847,5164
